Variable Name,MERGED_1996-97 datafile,MERGED_1997-98 datafile,MERGED_1998-99 datafile,MERGED_1999-00 datafile,MERGED_2000-01 datafile,MERGED_2001-02 datafile,MERGED_2002-03 datafile,MERGED_2003-04 datafile,MERGED_2004-05 datafile,MERGED_2005-06 datafile,MERGED_2006-07 datafile,MERGED_2007-08 datafile,MERGED_2008-09 datafile,MERGED_2009-10 datafile,MERGED_2010-11 datafile,MERGED_2011-12 datafile,MERGED_2012-13 datafile,MERGED_2013-14 datafile,MERGED_2014-15 datafile,MERGED_2015-16 datafile,MERGED_2016-17 datafile
FIRSTGEN_WDRAW_2YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
FIRSTGEN_ENRL_ORIG_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
FIRSTGEN_ENRL_4YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
FIRSTGEN_ENRL_2YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
FIRSTGEN_UNKN_ORIG_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
FIRSTGEN_UNKN_4YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
FIRSTGEN_UNKN_2YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_DEATH_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_COMP_ORIG_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_COMP_4YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_COMP_2YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_WDRAW_ORIG_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_WDRAW_4YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_WDRAW_2YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_ENRL_ORIG_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_ENRL_4YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_ENRL_2YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_UNKN_ORIG_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_UNKN_4YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
NOT1STGEN_UNKN_2YR_TRANS_YR8_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NSLDS AY1996-97 cohort measured in AY2004-05,NSLDS AY1997-98 cohort measured in AY2005-06,NSLDS AY1998-99 cohort measured in AY2006-07,NSLDS AY1999-00 cohort measured in AY2007-08,NSLDS AY2000-01 cohort measured in AY2008-09,NSLDS AY2001-02 cohort measured in AY2009-10,NSLDS AY2002-03 cohort measured in AY2010-11,NSLDS AY2003-04 cohort measured in AY2011-12,NSLDS AY2004-05 cohort measured in AY2012-13,NSLDS AY2005-06 cohort measured in AY2013-14,NSLDS AY2006-07 cohort measured in AY2014-15,NSLDS AY2007-08 cohort measured in AY2015-16,NULL
RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
COMPL_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
NONCOM_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
LO_INC_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
MD_INC_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
HI_INC_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
DEP_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
IND_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
PELL_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
NOPELL_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
FEMALE_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
MALE_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
FIRSTGEN_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
NOTFIRSTGEN_RPY_1YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2007, FY2008","NSLDS pooled FY2007, FY2008 cohorts measured in FY2008, FY2009","NSLDS pooled FY2008, FY2009 cohorts measured in FY2009, FY2010","NSLDS pooled FY2009, FY2010 cohorts measured in FY2010, FY2011","NSLDS pooled FY2010, FY2011 cohorts measured in FY2011, FY2012","NSLDS pooled FY2011, FY2012 cohorts measured in FY2012, FY2013","NSLDS pooled FY2012, FY2013 cohorts measured in FY2013, FY2014","NSLDS pooled FY2013, FY2014 cohorts measured in FY2014, FY2015",NULL,NULL
RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
COMPL_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
NONCOM_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
LO_INC_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
