dev_cat,dev_name,api_data_type
completion,title_iv.high_inc.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.high_inc.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.high_inc.still_enrolled_by.6yrs,float
completion,title_iv.high_inc.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.high_inc.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.high_inc.unknown_by.6yrs,float
completion,title_iv.high_inc.transf_unknown_4yr_by.6yrs,float
completion,title_iv.high_inc.transf_unknown_2yr_by.6yrs,float
completion,title_iv.depend.died_by.6yrs,float
completion,title_iv.depend.completed_by.6yrs,float
completion,title_iv.depend.transf_completed_4yr_by.6yrs,float
completion,title_iv.depend.transf_completed_2yr_by.6yrs,float
completion,title_iv.depend.withdrawn_by.6yrs,float
completion,title_iv.depend.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.depend.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.depend.still_enrolled_by.6yrs,float
completion,title_iv.depend.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.depend.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.depend.unknown_by.6yrs,float
completion,title_iv.depend.transf_unknown_4yr_by.6yrs,float
completion,title_iv.depend.transf_unknown_2yr_by.6yrs,float
completion,title_iv.independ.died_by.6yrs,float
completion,title_iv.independ.completed_by.6yrs,float
completion,title_iv.independ.transf_completed_4yr_by.6yrs,float
completion,title_iv.independ.transf_completed_2yr_by.6yrs,float
completion,title_iv.independ.withdrawn_by.6yrs,float
completion,title_iv.independ.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.independ.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.independ.still_enrolled_by.6yrs,float
completion,title_iv.independ.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.independ.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.independ.unknown_by.6yrs,float
completion,title_iv.independ.transf_unknown_4yr_by.6yrs,float
completion,title_iv.independ.transf_unknown_2yr_by.6yrs,float
completion,title_iv.female.died_by.6yrs,float
completion,title_iv.female.completed_by.6yrs,float
completion,title_iv.female.transf_completed_4yr_by.6yrs,float
completion,title_iv.female.transf_completed_2yr_by.6yrs,float
completion,title_iv.female.withdrawn_by.6yrs,float
completion,title_iv.female.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.female.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.female.still_enrolled_by.6yrs,float
completion,title_iv.female.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.female.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.female.unknown_by.6yrs,float
completion,title_iv.female.transf_unknown_4yr_by.6yrs,float
completion,title_iv.female.transf_unknown_2yr_by.6yrs,float
completion,title_iv.male.died_by.6yrs,float
completion,title_iv.male.completed_by.6yrs,float
completion,title_iv.male.transf_completed_4yr_by.6yrs,float
completion,title_iv.male.transf_completed_2yr_by.6yrs,float
completion,title_iv.male.withdrawn_by.6yrs,float
completion,title_iv.male.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.male.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.male.still_enrolled_by.6yrs,float
completion,title_iv.male.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.male.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.male.unknown_by.6yrs,float
completion,title_iv.male.transf_unknown_4yr_by.6yrs,float
completion,title_iv.male.transf_unknown_2yr_by.6yrs,float
completion,title_iv.pell_recip.died_by.6yrs,float
completion,title_iv.pell_recip.completed_by.6yrs,float
completion,title_iv.pell_recip.transf_completed_4yr_by.6yrs,float
completion,title_iv.pell_recip.transf_completed_2yr_by.6yrs,float
completion,title_iv.pell_recip.withdrawn_by.6yrs,float
completion,title_iv.pell_recip.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.pell_recip.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.pell_recip.still_enrolled_by.6yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.pell_recip.unknown_by.6yrs,float
completion,title_iv.pell_recip.transf_unknown_4yr_by.6yrs,float
completion,title_iv.pell_recip.transf_unknown_2yr_by.6yrs,float
completion,title_iv.no_pell.died_by.6yrs,float
completion,title_iv.no_pell.completed_by.6yrs,float
completion,title_iv.no_pell.transf_completed_4yr_by.6yrs,float
completion,title_iv.no_pell.transf_completed_2yr_by.6yrs,float
completion,title_iv.no_pell.withdrawn_by.6yrs,float
completion,title_iv.no_pell.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.no_pell.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.no_pell.still_enrolled_by.6yrs,float
completion,title_iv.no_pell.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.no_pell.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.no_pell.unknown_by.6yrs,float
completion,title_iv.no_pell.transf_unknown_4yr_by.6yrs,float
completion,title_iv.no_pell.transf_unknown_2yr_by.6yrs,float
completion,title_iv.loan_recip.died_by.6yrs,float
completion,title_iv.loan_recip.completed_by.6yrs,float
completion,title_iv.loan_recip.transf_completed_4yr_by.6yrs,float
completion,title_iv.loan_recip.transf_completed_2yr_by.6yrs,float
completion,title_iv.loan_recip.withdrawn_by.6yrs,float
completion,title_iv.loan_recip.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.loan_recip.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.loan_recip.still_enrolled_by.6yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.loan_recip.unknown_by.6yrs,float
completion,title_iv.loan_recip.transf_unknown_4yr_by.6yrs,float
completion,title_iv.loan_recip.transf_unknown_2yr_by.6yrs,float
completion,title_iv.no_loan.died_by.6yrs,float
completion,title_iv.no_loan.completed_by.6yrs,float
completion,title_iv.no_loan.transf_completed_4yr_by.6yrs,float
completion,title_iv.no_loan.transf_completed_2yr_by.6yrs,float
completion,title_iv.no_loan.withdrawn_by.6yrs,float
completion,title_iv.no_loan.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.no_loan.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.no_loan.still_enrolled_by.6yrs,float
completion,title_iv.no_loan.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.no_loan.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.no_loan.unknown_by.6yrs,float
completion,title_iv.no_loan.transf_unknown_4yr_by.6yrs,float
completion,title_iv.no_loan.transf_unknown_2yr_by.6yrs,float
completion,title_iv.first_gen.died_by.6yrs,float
completion,title_iv.first_gen.completed_by.6yrs,float
completion,title_iv.first_gen.transf_completed_4yr_by.6yrs,float
completion,title_iv.first_gen.transf_completed_2yr_by.6yrs,float
completion,title_iv.first_gen.withdrawn_by.6yrs,float
completion,title_iv.first_gen.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.first_gen.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.first_gen.still_enrolled_by.6yrs,float
completion,title_iv.first_gen.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.first_gen.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.first_gen.unknown_by.6yrs,float
completion,title_iv.first_gen.transf_unknown_4yr_by.6yrs,float
completion,title_iv.first_gen.transf_unknown_2yr_by.6yrs,float
completion,title_iv.not_first_gen.died_by.6yrs,float
completion,title_iv.not_first_gen.completed_by.6yrs,float
completion,title_iv.not_first_gen.transf_completed_4yr_by.6yrs,float
completion,title_iv.not_first_gen.transf_completed_2yr_by.6yrs,float
completion,title_iv.not_first_gen.withdrawn_by.6yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.not_first_gen.still_enrolled_by.6yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.not_first_gen.unknown_by.6yrs,float
completion,title_iv.not_first_gen.transf_unknown_4yr_by.6yrs,float
completion,title_iv.not_first_gen.transf_unknown_2yr_by.6yrs,float
completion,title_iv.died_by.8yrs,float
completion,title_iv.completed_by.8yrs,float
completion,title_iv.transf_completed_4yr_by.8yrs,float
completion,title_iv.transf_completed_2yr_by.8yrs,float
completion,title_iv.withdrawn_by.8yrs,float
completion,title_iv.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.still_enrolled_by.8yrs,float
completion,title_iv.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.unknown_by.8yrs,float
completion,title_iv.transf_unknown_4yr_by.8yrs,float
completion,title_iv.transf_unknown_2yr_by.8yrs,float
completion,title_iv.low_inc.died_by.8yrs,float
completion,title_iv.low_inc.completed_by.8yrs,float
completion,title_iv.low_inc.transf_completed_4yr_by.8yrs,float
completion,title_iv.low_inc.transf_completed_2yr_by.8yrs,float
completion,title_iv.low_inc.withdrawn_by.8yrs,float
completion,title_iv.low_inc.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.low_inc.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.low_inc.still_enrolled_by.8yrs,float
completion,title_iv.low_inc.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.low_inc.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.low_inc.unknown_by.8yrs,float
completion,title_iv.low_inc.transf_unknown_4yr_by.8yrs,float
completion,title_iv.low_inc.transf_unknown_2yr_by.8yrs,float
completion,title_iv.mid_inc.died_by.8yrs,float
completion,title_iv.mid_inc.completed_by.8yrs,float
completion,title_iv.mid_inc.transf_completed_4yr_by.8yrs,float
completion,title_iv.mid_inc.transf_completed_2yr_by.8yrs,float
completion,title_iv.mid_inc.withdrawn_by.8yrs,float
completion,title_iv.mid_inc.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.mid_inc.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.mid_inc.still_enrolled_by.8yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.mid_inc.unknown_by.8yrs,float
completion,title_iv.mid_inc.transf_unknown_4yr_by.8yrs,float
completion,title_iv.mid_inc.transf_unknown_2yr_by.8yrs,float
completion,title_iv.high_inc.died_by.8yrs,float
completion,title_iv.high_inc.completed_by.8yrs,float
completion,title_iv.high_inc.transf_completed_4yr_by.8yrs,float
completion,title_iv.high_inc.transf_completed_2yr_by.8yrs,float
completion,title_iv.high_inc.withdrawn_by.8yrs,float
completion,title_iv.high_inc.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.high_inc.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.high_inc.still_enrolled_by.8yrs,float
completion,title_iv.high_inc.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.high_inc.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.high_inc.unknown_by.8yrs,float
completion,title_iv.high_inc.transf_unknown_4yr_by.8yrs,float
completion,title_iv.high_inc.transf_unknown_2yr_by.8yrs,float
completion,title_iv.depend.died_by.8yrs,float
completion,title_iv.depend.completed_by.8yrs,float
completion,title_iv.depend.transf_completed_4yr_by.8yrs,float
completion,title_iv.depend.transf_completed_2yr_by.8yrs,float
completion,title_iv.depend.withdrawn_by.8yrs,float
completion,title_iv.depend.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.depend.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.depend.still_enrolled_by.8yrs,float
completion,title_iv.depend.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.depend.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.depend.unknown_by.8yrs,float
completion,title_iv.depend.transf_unknown_4yr_by.8yrs,float
completion,title_iv.depend.transf_unknown_2yr_by.8yrs,float
completion,title_iv.independ.died_by.8yrs,float
completion,title_iv.independ.completed_by.8yrs,float
completion,title_iv.independ.transf_completed_4yr_by.8yrs,float
completion,title_iv.independ.transf_completed_2yr_by.8yrs,float
completion,title_iv.independ.withdrawn_by.8yrs,float
completion,title_iv.independ.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.independ.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.independ.still_enrolled_by.8yrs,float
completion,title_iv.independ.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.independ.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.independ.unknown_by.8yrs,float
completion,title_iv.independ.transf_unknown_4yr_by.8yrs,float
completion,title_iv.independ.transf_unknown_2yr_by.8yrs,float
completion,title_iv.female.died_by.8yrs,float
completion,title_iv.female.completed_by.8yrs,float
completion,title_iv.female.transf_completed_4yr_by.8yrs,float
completion,title_iv.female.transf_completed_2yr_by.8yrs,float
completion,title_iv.female.withdrawn_by.8yrs,float
completion,title_iv.female.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.female.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.female.still_enrolled_by.8yrs,float
completion,title_iv.female.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.female.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.female.unknown_by.8yrs,float
completion,title_iv.female.transf_unknown_4yr_by.8yrs,float
completion,title_iv.female.transf_unknown_2yr_by.8yrs,float
completion,title_iv.male.died_by.8yrs,float
completion,title_iv.male.completed_by.8yrs,float
completion,title_iv.male.transf_completed_4yr_by.8yrs,float
completion,title_iv.male.transf_completed_2yr_by.8yrs,float
completion,title_iv.male.withdrawn_by.8yrs,float
completion,title_iv.male.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.male.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.male.still_enrolled_by.8yrs,float
completion,title_iv.male.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.male.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.male.unknown_by.8yrs,float
completion,title_iv.male.transf_unknown_4yr_by.8yrs,float
completion,title_iv.male.transf_unknown_2yr_by.8yrs,float
completion,title_iv.pell_recip.died_by.8yrs,float
completion,title_iv.pell_recip.completed_by.8yrs,float
completion,title_iv.pell_recip.transf_completed_4yr_by.8yrs,float
completion,title_iv.pell_recip.transf_completed_2yr_by.8yrs,float
completion,title_iv.pell_recip.withdrawn_by.8yrs,float
completion,title_iv.pell_recip.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.pell_recip.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.pell_recip.still_enrolled_by.8yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.pell_recip.unknown_by.8yrs,float
completion,title_iv.pell_recip.transf_unknown_4yr_by.8yrs,float
completion,title_iv.pell_recip.transf_unknown_2yr_by.8yrs,float
completion,title_iv.no_pell.died_by.8yrs,float
completion,title_iv.no_pell.completed_by.8yrs,float
completion,title_iv.no_pell.transf_completed_4yr_by.8yrs,float
completion,title_iv.no_pell.transf_completed_2yr_by.8yrs,float
completion,title_iv.no_pell.withdrawn_by.8yrs,float
completion,title_iv.no_pell.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.no_pell.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.no_pell.still_enrolled_by.8yrs,float
completion,title_iv.no_pell.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.no_pell.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.no_pell.unknown_by.8yrs,float
completion,title_iv.no_pell.transf_unknown_4yr_by.8yrs,float
completion,title_iv.no_pell.transf_unknown_2yr_by.8yrs,float
completion,title_iv.loan_recip.died_by.8yrs,float
completion,title_iv.loan_recip.completed_by.8yrs,float
completion,title_iv.loan_recip.transf_completed_4yr_by.8yrs,float
completion,title_iv.loan_recip.transf_completed_2yr_by.8yrs,float
completion,title_iv.loan_recip.withdrawn_by.8yrs,float
completion,title_iv.loan_recip.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.loan_recip.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.loan_recip.still_enrolled_by.8yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.loan_recip.unknown_by.8yrs,float
completion,title_iv.loan_recip.transf_unknown_4yr_by.8yrs,float
completion,title_iv.loan_recip.transf_unknown_2yr_by.8yrs,float
completion,title_iv.no_loan.died_by.8yrs,float
completion,title_iv.no_loan.completed_by.8yrs,float
completion,title_iv.no_loan.transf_completed_4yr_by.8yrs,float
completion,title_iv.no_loan.transf_completed_2yr_by.8yrs,float
completion,title_iv.no_loan.withdrawn_by.8yrs,float
completion,title_iv.no_loan.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.no_loan.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.no_loan.still_enrolled_by.8yrs,float
completion,title_iv.no_loan.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.no_loan.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.no_loan.unknown_by.8yrs,float
completion,title_iv.no_loan.transf_unknown_4yr_by.8yrs,float
completion,title_iv.no_loan.transf_unknown_2yr_by.8yrs,float
completion,title_iv.first_gen.died_by.8yrs,float
completion,title_iv.first_gen.completed_by.8yrs,float
completion,title_iv.first_gen.transf_completed_4yr_by.8yrs,float
completion,title_iv.first_gen.transf_completed_2yr_by.8yrs,float
completion,title_iv.first_gen.withdrawn_by.8yrs,float
completion,title_iv.first_gen.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.first_gen.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.first_gen.still_enrolled_by.8yrs,float
completion,title_iv.first_gen.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.first_gen.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.first_gen.unknown_by.8yrs,float
completion,title_iv.first_gen.transf_unknown_4yr_by.8yrs,float
completion,title_iv.first_gen.transf_unknown_2yr_by.8yrs,float
completion,title_iv.not_first_gen.died_by.8yrs,float
completion,title_iv.not_first_gen.completed_by.8yrs,float
completion,title_iv.not_first_gen.transf_completed_4yr_by.8yrs,float
completion,title_iv.not_first_gen.transf_completed_2yr_by.8yrs,float
completion,title_iv.not_first_gen.withdrawn_by.8yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_4yr_by.8yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_2yr_by.8yrs,float
completion,title_iv.not_first_gen.still_enrolled_by.8yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_4yr_by.8yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_2yr_by.8yrs,float
completion,title_iv.not_first_gen.unknown_by.8yrs,float
completion,title_iv.not_first_gen.transf_unknown_4yr_by.8yrs,float
completion,title_iv.not_first_gen.transf_unknown_2yr_by.8yrs,float
repayment,repayment_cohort.1_year_declining_balance,float
repayment,1_yr_repayment.completers_rate,float
repayment,1_yr_repayment.noncompleters_rate,float
repayment,1_yr_repayment.income.0_30000,float
repayment,1_yr_repayment.income.30000_75000,float
repayment,1_yr_repayment.income.greater_than_75000,float
repayment,1_yr_repayment.dependent_students_rate,float
repayment,1_yr_repayment.independent_students_rate,float
repayment,1_yr_repayment.pell_grant_rate,float
repayment,1_yr_repayment.no_pell_grant_rate,float
repayment,1_yr_repayment.female_students_rate,float
repayment,1_yr_repayment.male_students_rate,float
repayment,1_yr_repayment.first_generation_students_rate,float
repayment,1_yr_repayment.non_first_generation_students_rate,float
repayment,repayment_cohort.3_year_declining_balance,float
repayment,3_yr_repayment.completers_rate,float
repayment,3_yr_repayment.noncompleters_rate,float
repayment,3_yr_repayment.income.0_30000,float
repayment,3_yr_repayment.income.30000_75000,float
repayment,3_yr_repayment.income.greater_than_75000,float
repayment,3_yr_repayment.dependent_students_rate,float
repayment,3_yr_repayment.independent_students_rate,float
repayment,3_yr_repayment.pell_grant_rate,float
repayment,3_yr_repayment.no_pell_grant_rate,float
repayment,3_yr_repayment.female_students_rate,float
repayment,3_yr_repayment.male_students_rate,float
repayment,3_yr_repayment.first_generation_students_rate,float
repayment,3_yr_repayment.non_first_generation_students_rate,float
repayment,repayment_cohort.5_year_declining_balance,float
repayment,5_yr_repayment.completers_rate,float
repayment,5_yr_repayment.noncompleters_rate,float
repayment,5_yr_repayment.income.0_30000,float
repayment,5_yr_repayment.income.30000_75000,float
repayment,5_yr_repayment.income.greater_than_75000,float
repayment,5_yr_repayment.dependent_students_rate,float
repayment,5_yr_repayment.independent_students_rate,float
repayment,5_yr_repayment.pell_grant_rate,float
repayment,5_yr_repayment.no_pell_grant_rate,float
repayment,5_yr_repayment.female_students_rate,float
repayment,5_yr_repayment.male_students_rate,float
repayment,5_yr_repayment.first_generation_students_rate,float
repayment,5_yr_repayment.non_first_generation_students_rate,float
repayment,repayment_cohort.7_year_declining_balance,float
repayment,7_yr_repayment.completers_rate,float
repayment,7_yr_repayment.noncompleters_rate,float
repayment,7_yr_repayment.income.0_30000,float
repayment,7_yr_repayment.income.30000_75000,float
repayment,7_yr_repayment.income.greater_than_75000,float
repayment,7_yr_repayment.dependent_students_rate,float
repayment,7_yr_repayment.independent_students_rate,float
repayment,7_yr_repayment.pell_grant_rate,float
repayment,7_yr_repayment.no_pell_grant_rate,float
repayment,7_yr_repayment.female_students_rate,float
repayment,7_yr_repayment.male_students_rate,float
repayment,7_yr_repayment.first_generation_students_rate,float
repayment,7_yr_repayment.non_first_generation_students_rate,float
student,share_lowincome.0_30000,float
student,share_independent_students,float
student,share_independent_lowincome.0_30000,float
student,share_dependent_lowincome.0_300000,float
student,share_firstgeneration,float
student,share_middleincome.30001_48000,float
student,share_middleincome.48001_75000,float
student,share_highincome.75001_110000,float
student,share_highincome.110001plus,float
student,share_dependent_middleincome.300001_48000,float
student,share_dependent_middleincome.48001_75000,float
student,share_dependent_highincome.75001_110000,float
student,share_dependent_highincome.110001plus,float
student,share_independent_middleincome.30001_48000,float
student,share_independent_middleincome.48001_75000,float
student,share_independent_highincome.75001_110000,float
student,share_independent_highincome.110001plus,float
student,share_firstgeneration_parents.middleschool,float
student,share_firstgeneration_parents.highschool,float
student,share_firstgeneration_parents.somecollege,float
student,fafsa_sent.2_college_allyrs,float
student,fafsa_sent.3_college_allyrs,float
student,fafsa_sent.4_college_allyrs,float
student,fafsa_sent.5plus_college_allyrs,float
student,avg_dependent_income.2014dollars,integer
student,avg_independent_income.2014dollars,integer
completion,2_yr_completion.overall,integer
completion,2_yr_completion.low_income,integer
completion,2_yr_completion.middle_income,integer
completion,2_yr_completion.high_income,integer
completion,2_yr_completion.dependent_students,integer
completion,2_yr_completion.independent_students,integer
completion,2_yr_completion.female_students,integer
completion,2_yr_completion.male_students,integer
completion,2_yr_completion.pell_grant,integer
completion,2_yr_completion.no_pell_grant,integer
completion,2_yr_completion.loan_students,integer
completion,2_yr_completion.no_loan_students,integer
completion,2_yr_completion.first_generation_students,integer
completion,2_yr_completion.no_first_generation_students,integer
completion,3_yr_completion.overall,integer
completion,3_yr_completion.low_income,integer
completion,3_yr_completion.middle_income,integer
completion,3_yr_completion.high_income,integer
completion,3_yr_completion.dependent_students,integer
completion,3_yr_completion.independent_students,integer
completion,3_yr_completion.female_students,integer
completion,3_yr_completion.male_students,integer
completion,3_yr_completion.pell_grant,integer
completion,3_yr_completion.no_pell_grant,integer
completion,3_yr_completion.loan_students,integer
completion,3_yr_completion.no_loan_students,integer
completion,3_yr_completion.first_generation_students,integer
completion,3_yr_completion.no_first_generation_students,integer
completion,4_yr_completion.overall,integer
completion,4_yr_completion.low_income,integer
completion,4_yr_completion.middle_income,integer
completion,4_yr_completion.high_income,integer
completion,4_yr_completion.dependent_students,integer
completion,4_yr_completion.independent_students,integer
completion,4_yr_completion.female_students,integer
completion,4_yr_completion.male_students,integer
completion,4_yr_completion.pell_grant,integer
completion,4_yr_completion.no_pell_grant,integer
completion,4_yr_completion.loan_students,integer
completion,4_yr_completion.no_loan_students,integer
completion,4_yr_completion.first_generation_students,integer
completion,4_yr_completion.no_first_generation_students,integer
completion,6_yr_completion.overall,integer
completion,6_yr_completion.low_income,integer
completion,6_yr_completion.middle_income,integer
completion,6_yr_completion.high_income,integer
completion,6_yr_completion.dependent_students,integer
completion,6_yr_completion.independent_students,integer
completion,6_yr_completion.female_students,integer
completion,6_yr_completion.male_students,integer
completion,6_yr_completion.pell_grant,integer
completion,6_yr_completion.no_pell_grant,integer
completion,6_yr_completion.loan_students,integer
completion,6_yr_completion.no_loan_students,integer
completion,6_yr_completion.first_generation_students,integer
completion,6_yr_completion.no_first_generation_students,integer
completion,8_yr_completion.overall,integer
completion,8_yr_completion.low_income,integer
completion,8_yr_completion.middle_income,integer
completion,8_yr_completion.high_income,integer
completion,8_yr_completion.dependent_students,integer
completion,8_yr_completion.independent_students,integer
completion,8_yr_completion.female_students,integer
completion,8_yr_completion.male_students,integer
completion,8_yr_completion.pell_grant,integer
completion,8_yr_completion.no_pell_grant,integer
completion,8_yr_completion.loan_students,integer
completion,8_yr_completion.no_loan_students,integer
completion,8_yr_completion.first_generation_students,integer
completion,8_yr_completion.no_first_generation_students,integer
aid,loan_principal,float
aid,median_debt.completers.overall,float
aid,median_debt.noncompleters,float
aid,median_debt.income.0_30000,float
aid,median_debt.income.30001_75000,float
aid,median_debt.income.greater_than_75000,float
aid,median_debt.dependent_students,float
aid,median_debt.independent_students,float
aid,median_debt.pell_grant,float
aid,median_debt.no_pell_grant,float
aid,median_debt.female_students,float
aid,median_debt.male_students,float
aid,median_debt.first_generation_students,float
aid,median_debt.non_first_generation_students,float
aid,median_debt.number.overall,integer
aid,median_debt.number.completers,integer
aid,median_debt.number.noncompleters,integer
aid,median_debt.number.income.0_30000,integer
aid,median_debt.number.income.30001_75000,integer
aid,median_debt.number.income.greater_than_75000,integer
aid,median_debt.number.dependent_students,integer
aid,median_debt.number.independent_students,integer
aid,median_debt.number.pell_grant,integer
aid,median_debt.number.no_pell_grant,integer
aid,median_debt.number.female_students,integer
aid,median_debt.number.male_students,integer
aid,median_debt.number.first_generation_students,integer
aid,median_debt.number.non_first_generation_students,integer
aid,median_debt.completers.monthly_payments,float
aid,cumulative_debt.number,integer
aid,cumulative_debt.90th_percentile,integer
aid,cumulative_debt.75th_percentile,integer
aid,cumulative_debt.25th_percentile,integer
aid,cumulative_debt.10th_percentile,integer
student,family_income.overall,integer
student,family_income.dependent_students,integer
student,family_income.independent_students,integer
student,valid_dependency_status,integer
student,parents_education_level,integer
student,FAFSA_applications,integer
repayment,repayment_date.median,string
completion,separation_date.median,string
repayment,repayment_date.number,integer
completion,separation_date.number,integer
repayment,1_yr_repayment.overall,integer
repayment,1_yr_repayment.completers,integer
repayment,1_yr_repayment.noncompleters,integer
repayment,1_yr_repayment.low_income,integer
repayment,1_yr_repayment.middle_income,integer
repayment,1_yr_repayment.high_income,integer
repayment,1_yr_repayment.dependent_students,integer
repayment,1_yr_repayment.independent_students,integer
repayment,1_yr_repayment.pell_grant,integer
repayment,1_yr_repayment.no_pell_grant,integer
repayment,1_yr_repayment.female_students,integer
repayment,1_yr_repayment.male_students,integer
repayment,1_yr_repayment.first_generation_students,integer
repayment,1_yr_repayment.non_first_generation_students,integer
